Spis3477	GO:0008094
Spis10019	GO:0016021
Spis9847	GO:0005515, GO:0005634, GO:0051726
Spis15485	GO:0005509, GO:0005515
Spis9848	GO:0006355
Spis15486	GO:0005515
Spis9849	GO:0036459
Spis22649	GO:0005509, GO:0005578, GO:0055114
Spis15488	GO:0016020
Spis15489	GO:0005488, GO:0006351
Spis13800	GO:0005524, GO:0051082, GO:0060271
Spis721	GO:0005509
Spis13801	GO:0006412
Spis25135	GO:0005515
Spis724	GO:0003676
Spis13804	GO:0005488, GO:0006468
Spis725	GO:0004842, GO:0005515
Spis25137	GO:0005515
Spis20550	GO:0036459
Spis13805	GO:0005524, GO:0008026
Spis726	GO:0016055
Spis25138	GO:0016757
Spis727	GO:0016055
Spis25139	GO:0003677, GO:0015074
Spis20552	GO:0019236
Spis13807	GO:0016820
Spis728	GO:0003676, GO:0003950
Spis20553	GO:0016538
Spis13808	GO:0003676, GO:0046983
Spis729	GO:0055085
Spis13809	GO:0006508, GO:0008237, GO:0008270
Spis13392	GO:0003824, GO:0006596
Spis7755	GO:0005515
Spis13393	GO:0003676
Spis7756	GO:0016020, GO:0055114
Spis13394	GO:0016021
Spis7757	GO:0006814, GO:0055085
Spis13395	GO:0055085
Spis7758	GO:0006814, GO:0055085
Spis13397	GO:0008234
Spis23041	GO:0005515
Spis13398	GO:0005488, GO:0032012
Spis23045	GO:0005515
Spis11713	GO:0006468
Spis23046	GO:0003677, GO:0046982
Spis11714	GO:0003676
Spis23047	GO:0005515, GO:0008277
Spis11715	GO:0006468
Spis5661	GO:0003676, GO:0008270, GO:0015074
Spis5663	GO:0003676, GO:0008270
Spis11718	GO:0003676, GO:0015074
Spis11719	GO:0008146
Spis14201	GO:0005515
Spis14203	GO:0003676
Spis14204	GO:0005515
Spis8150	GO:0016747
Spis19670	GO:0008270
Spis8152	GO:0006383
Spis19672	GO:0005515, GO:0008270, GO:0035091
Spis14207	GO:0016020
Spis8153	GO:0016021, GO:0016485, GO:0035556
Spis8154	GO:0016021
Spis19674	GO:0055114
Spis8155	GO:0004127, GO:0019205
Spis19675	GO:0005515, GO:0036459
Spis8156	GO:0005515, GO:0005525, GO:0006471
Spis19676	GO:0008270
Spis3570	GO:0006633
Spis19677	GO:0042274
Spis8158	GO:0055114
Spis3571	GO:0045454
Spis19678	GO:0005515
Spis19679	GO:0005789, GO:0070972
Spis3573	GO:0003723, GO:0030942
Spis3575	GO:0008168, GO:0046872
Spis3576	GO:0003676, GO:0015074
Spis24740	GO:0006468
Spis3578	GO:0015074
Spis6060	GO:0003824, GO:0016787
Spis24742	GO:0008234
Spis12115	GO:0005515
Spis6061	GO:0060271
Spis12116	GO:0003676
Spis6063	GO:0060271
Spis24745	GO:0016021
Spis12118	GO:0016021
Spis6064	GO:0007186, GO:0016021
Spis12119	GO:0055114
Spis6065	GO:0007186, GO:0016021
Spis17585	GO:0016020
Spis6066	GO:0005509, GO:0043022
Spis24748	GO:0005509, GO:0005578
Spis17586	GO:0016020
Spis6067	GO:0005515
Spis1480	GO:0005509, GO:0005515
Spis6068	GO:0003676
Spis1481	GO:0055085
Spis17589	GO:0016491
Spis1482	GO:0016020
Spis1483	GO:0006468
Spis1484	GO:0009307
Spis10020	GO:0055114
Spis1485	GO:0005515
Spis10021	GO:0046872
Spis15904	GO:0005515
Spis1486	GO:0006508, GO:0008152, GO:0008237, GO:0008270
Spis10022	GO:0005515
Spis9850	GO:0035091
Spis22650	GO:0005509, GO:0005578
Spis15905	GO:0016021, GO:0045211
Spis1487	GO:0006468
Spis9851	GO:0003676, GO:0006355
Spis22651	GO:0003676
Spis15906	GO:0016021, GO:0045211
Spis1488	GO:0006508, GO:0008237, GO:0008270
Spis10024	GO:0006355
Spis9852	GO:0005515, GO:0016021, GO:0016500
Spis1489	GO:0006508, GO:0008237, GO:0008270
Spis10025	GO:0006355
Spis9853	GO:0016020, GO:0030158
Spis15908	GO:0008152
Spis15491	GO:0016021
Spis10026	GO:0006355
Spis9854	GO:0017053
Spis15909	GO:0005515, GO:0016021
Spis15492	GO:0003676
Spis9855	GO:0098655
Spis22655	GO:0005096, GO:0005515, GO:0007165
Spis15493	GO:0005763
Spis10028	GO:0004867, GO:0005515, GO:0008061
Spis9856	GO:0008270
Spis22656	GO:0006468
Spis15494	GO:0005515, GO:0005524, GO:0006468, GO:0007099
Spis22657	GO:0006418, GO:0006420
Spis15495	GO:0005515, GO:0043531
Spis15496	GO:0003676, GO:0015074, GO:0016055
Spis25140	GO:0055114
Spis25142	GO:1901135
Spis25143	GO:0003676, GO:0003723, GO:0031554
Spis13811	GO:0031966
Spis25144	GO:0005524, GO:0016787
Spis13812	GO:0005515
Spis13813	GO:0005515
Spis734	GO:0005509
Spis25146	GO:0006412
Spis13814	GO:0005515
Spis7760	GO:0003677, GO:0015074
Spis735	GO:0005515, GO:0046328
Spis7761	GO:0003676
Spis736	GO:0006355, GO:0046983
Spis20561	GO:0005515
Spis13816	GO:0005524
Spis25149	GO:0005515
Spis20562	GO:0003677, GO:0015074
Spis13817	GO:0008374, GO:0019432
Spis7763	GO:0016021
Spis20563	GO:0005509
Spis13818	GO:0005515
Spis7764	GO:0003676
Spis739	GO:0003824
Spis13819	GO:0005515
Spis7765	GO:0008152
Spis16301	GO:0008610
Spis7766	GO:0005515, GO:0008270, GO:0016021, GO:0046330
Spis16302	GO:0008610
Spis7767	GO:0005515, GO:0008270, GO:0042981, GO:0046330
Spis7768	GO:0005515, GO:0008270, GO:0042981, GO:0046330
Spis7769	GO:0005515, GO:0008270, GO:0042981, GO:0046330
Spis20569	GO:0005615
Spis23051	GO:0005509, GO:0005578
Spis16307	GO:0016020, GO:0072488
Spis11720	GO:0008146
Spis16308	GO:0016020, GO:0072488
Spis11721	GO:0005515
Spis16309	GO:0016020, GO:0072488
Spis11722	GO:0005515
Spis23055	GO:0005515
Spis11723	GO:0016021
Spis23056	GO:0005515
Spis11724	GO:0005515, GO:0061630
Spis23057	GO:0005525
Spis11725	GO:0005515, GO:0016021, GO:0016772
Spis23058	GO:0003676, GO:0005525
Spis11726	GO:0016021
Spis5672	GO:0004518, GO:0008270
Spis23059	GO:0004518
Spis11727	GO:0016021
Spis5673	GO:0003676
Spis5674	GO:0003676, GO:0015074
Spis14210	GO:0006730
Spis5675	GO:0009298
Spis5676	GO:0005975, GO:0006004
Spis5677	GO:0006355, GO:0008270, GO:0043401, GO:0043565
Spis8160	GO:0003677, GO:0015074
Spis5679	GO:0004518, GO:0005515, GO:0048476
Spis19680	GO:0008270
Spis19681	GO:0003676
Spis14217	GO:0017112
Spis8163	GO:0003676, GO:0008408
Spis19683	GO:0005515, GO:0008270
Spis8164	GO:0055114
Spis19684	GO:0005515, GO:0005622, GO:0008270
Spis14219	GO:0005515
Spis8165	GO:0003676, GO:0008270
Spis19685	GO:0005515
Spis8166	GO:0003676, GO:0015074
Spis19686	GO:0005515, GO:0008270
Spis8167	GO:0003676
Spis8168	GO:0003676, GO:0015074
Spis8169	GO:0005524
Spis3582	GO:0016491, GO:0050662
Spis3583	GO:0005515
Spis12120	GO:0016020
Spis3585	GO:0005515, GO:0030117, GO:0030126
Spis12121	GO:0016787
Spis3586	GO:0005515
Spis12122	GO:0007160
Spis3587	GO:0016020
Spis12123	GO:0007160
Spis12124	GO:0055085
Spis3589	GO:0005509
Spis24752	GO:0005488
Spis1900	GO:0035091
Spis17590	GO:0005515
Spis12125	GO:0055085
Spis1901	GO:0003676, GO:0006412, GO:0008408
Spis1902	GO:0019773, GO:0051603
Spis12127	GO:0003676
Spis6073	GO:0003676, GO:0015074
Spis1903	GO:0006418, GO:0006422
Spis12128	GO:0055085
Spis1904	GO:0030178
Spis17594	GO:0016020
Spis12129	GO:0016491
Spis24757	GO:0005515
Spis1905	GO:0005201
Spis24758	GO:0003887, GO:0006260, GO:0006310, GO:0016987
Spis1906	GO:0003677, GO:0043565
Spis17596	GO:0005509, GO:0005515
Spis6077	GO:0003676, GO:0015074
Spis24759	GO:0003723, GO:0005515, GO:0006508, GO:0009982
Spis1907	GO:0005509, GO:0008270, GO:0016021
Spis17597	GO:0006468
Spis1490	GO:0005509, GO:0006508, GO:0008237
Spis1908	GO:0046983
Spis1491	GO:0006468
Spis1909	GO:0006412, GO:0019843
Spis15910	GO:0035553
Spis15911	GO:0005515, GO:0005856, GO:0016459
Spis1493	GO:0005524, GO:0006468
Spis15912	GO:0005515
Spis15914	GO:0005488, GO:0005515
Spis1496	GO:0006468
Spis10032	GO:0003676, GO:0008270, GO:0015074
Spis9860	GO:0005515, GO:0090537
Spis22660	GO:0005524, GO:0006468
Spis15915	GO:0016021
Spis1497	GO:0005524, GO:0006468
Spis9861	GO:0072546
Spis15916	GO:0005515, GO:0016020
Spis1498	GO:0005524, GO:0006468
Spis10034	GO:0003824, GO:0005975
Spis10035	GO:0003824, GO:0005975
Spis15918	GO:0005201
Spis10036	GO:0030246
Spis9864	GO:0005515
Spis22664	GO:0003676, GO:0008270
Spis22665	GO:0006313
Spis9866	GO:0055114
Spis22666	GO:0003676
Spis9867	GO:0016020, GO:0055085
Spis9868	GO:0016020, GO:0055085
Spis22668	GO:0003676
Spis9869	GO:0005515, GO:0046982
Spis25150	GO:0015969
Spis740	GO:0003824, GO:0030170
Spis25152	GO:0006508
Spis13820	GO:0005515
Spis18408	GO:0003676
Spis13821	GO:0003676
Spis742	GO:0003676
Spis25154	GO:0016020
Spis13822	GO:0005488, GO:0005515, GO:0007264
Spis743	GO:0003824, GO:0030170
Spis13823	GO:0006139, GO:0009116, GO:0016763
Spis25156	GO:0051205
Spis2304	GO:0005515, GO:0008180
Spis7770	GO:0005515, GO:0008270, GO:0046330, GO:0046872
Spis25157	GO:0003824
Spis20570	GO:0031012
Spis13825	GO:0005515, GO:0016021
Spis7771	GO:0005515, GO:0008270, GO:0042981, GO:0046330
Spis25158	GO:0006351, GO:0006412, GO:0046983
Spis2306	GO:0055114
Spis20571	GO:0005515
Spis13826	GO:0005515
Spis7772	GO:0016021
Spis25159	GO:0070006
Spis2307	GO:0055114
Spis20573	GO:0004842, GO:0005509
Spis749	GO:0005525
Spis20574	GO:0005509
Spis16310	GO:0016020
Spis13829	GO:0005524, GO:0006468
Spis20575	GO:0005509
Spis16311	GO:0006915
Spis7776	GO:0005488
Spis16312	GO:0016055
Spis7777	GO:0005515, GO:0046872
Spis16313	GO:0005509, GO:0006508
Spis7778	GO:0055085
Spis16314	GO:0005509, GO:0016020, GO:0055114
Spis7779	GO:0000166, GO:0003677, GO:0008094, GO:1990426
Spis20579	GO:0004518
Spis16315	GO:0005509, GO:0016020
Spis16316	GO:0006915, GO:0016787
Spis16317	GO:0016021
Spis23063	GO:0006468
Spis11731	GO:0016021
Spis23064	GO:0004518, GO:0008270
Spis11733	GO:0003676, GO:0015074
Spis11735	GO:0003676, GO:0008270
Spis23068	GO:0046983
Spis11736	GO:0005515, GO:0008270
Spis23069	GO:0006468
Spis11738	GO:0006355
Spis5684	GO:0004867
Spis11739	GO:0005524, GO:0006508
Spis5685	GO:0005525
Spis5686	GO:0016020
Spis14222	GO:0003676, GO:0006313
Spis5687	GO:0042254
Spis14223	GO:0003676
Spis5688	GO:0005509, GO:0008270
Spis14224	GO:0005515
Spis8170	GO:0003676
Spis5689	GO:0008119, GO:0008757
Spis8171	GO:0003676, GO:0008270, GO:0015074, GO:0055114
Spis19691	GO:0005515
Spis8172	GO:0003676, GO:0005515
Spis19692	GO:0006508, GO:0008237, GO:0008270
Spis14227	GO:0005515
Spis8173	GO:0005515, GO:0005525
Spis19693	GO:0006508, GO:0008237
Spis8174	GO:0003676, GO:0005515
Spis19694	GO:0005488, GO:0005515
Spis14229	GO:0003676, GO:0015074
Spis19695	GO:0016021
Spis19696	GO:0016021
Spis8177	GO:0008270
Spis3590	GO:0006206, GO:0016154, GO:0016757, GO:0016763
Spis19697	GO:0005515, GO:0035556
Spis3591	GO:0015986
Spis19698	GO:0005524, GO:0006508, GO:0006515, GO:0030163
Spis3592	GO:0005201
Spis19699	GO:0003676
Spis3593	GO:0016021
Spis12130	GO:0005515
Spis12131	GO:0016746, GO:0045252
Spis3598	GO:0006810, GO:0016192
Spis12134	GO:0055085
Spis24762	GO:0003676, GO:0015074
Spis1910	GO:0005515, GO:0055114
Spis12135	GO:0055085
Spis24763	GO:0005509
Spis1912	GO:0046983
Spis12137	GO:0055085
Spis1913	GO:0046983
Spis12138	GO:0008152
Spis1914	GO:0046983
Spis12139	GO:0008152
Spis24767	GO:0005524, GO:0006281, GO:0016579
Spis1915	GO:0046983
Spis6086	GO:0005515
Spis1916	GO:0046983
Spis1917	GO:0046983
Spis1918	GO:0046983
Spis6089	GO:0005515, GO:0008270
Spis4400	GO:0030246
Spis15920	GO:0004017, GO:0006172, GO:0016776, GO:0019205
Spis15921	GO:0005515
Spis4402	GO:0033617
Spis10040	GO:0005488, GO:0005515
Spis4403	GO:0005509, GO:0005515, GO:0071988
Spis4404	GO:0003676
Spis9870	GO:0008152, GO:0008484
Spis4405	GO:0006556
Spis4406	GO:0005261, GO:0005739, GO:0055085
Spis10044	GO:0003779, GO:0007009
Spis22672	GO:0007165
Spis10045	GO:0050662
Spis22673	GO:0003677, GO:0043565
Spis15928	GO:0003676, GO:0015074
Spis9874	GO:0008152, GO:0008484
Spis4409	GO:0005515
Spis18410	GO:0004518, GO:0008270
Spis10047	GO:0005158
Spis9876	GO:0006750
Spis18412	GO:0015074
Spis9877	GO:0006750
Spis22677	GO:0005515
Spis18413	GO:0008270
Spis22678	GO:0005515
Spis22679	GO:0005507
Spis25161	GO:0042555
Spis18416	GO:0005515, GO:0008270
Spis2310	GO:0005515
Spis18417	GO:0008270
Spis13830	GO:0006468
Spis751	GO:0006468
Spis25163	GO:0005524, GO:0006468
Spis13831	GO:0005524, GO:0006468
Spis2312	GO:0005509
Spis13832	GO:0005524, GO:0006468
Spis2313	GO:0006508, GO:0008237, GO:0008270, GO:0016020
Spis13833	GO:0005524, GO:0006468
Spis754	GO:0008270
Spis2314	GO:0016021
Spis13834	GO:0005524, GO:0006468
Spis7780	GO:0042147
Spis755	GO:0016021
Spis20580	GO:0003676, GO:0003677
Spis13835	GO:0005524, GO:0006468
Spis7781	GO:0003676
Spis756	GO:0008076, GO:0051260, GO:0055085
Spis25168	GO:0055114
Spis13836	GO:0006468
Spis757	GO:0005488
Spis25169	GO:0008425, GO:0016765
Spis13837	GO:0005524, GO:0006468
Spis758	GO:0005515, GO:1905515
Spis13838	GO:0005524, GO:0006468
Spis2319	GO:0004518, GO:0008270
Spis20584	GO:0008152
Spis16320	GO:0003676
Spis13839	GO:0005515, GO:0005525, GO:0007275, GO:0008233
Spis16322	GO:0005524, GO:0006355, GO:0006468
Spis7787	GO:0008270
Spis16323	GO:0003950
Spis20588	GO:0016021
Spis16324	GO:0016021
Spis7789	GO:0003677
Spis23070	GO:0005509
Spis20589	GO:0016021
Spis16325	GO:0006298, GO:0030983
Spis11740	GO:0046856
Spis11741	GO:0005515
Spis11743	GO:0006364
Spis11744	GO:0003676
Spis5690	GO:0005515, GO:0006629, GO:0008152
Spis11745	GO:0003824, GO:0008483, GO:0030170
Spis5691	GO:0006629, GO:0008152
Spis23078	GO:0005515
Spis5692	GO:0005515
Spis23079	GO:0016021
Spis11747	GO:0008146
Spis5693	GO:0043565
Spis5694	GO:0005515
Spis14231	GO:0003676, GO:0015074
Spis5697	GO:0036459
Spis5698	GO:0006260
Spis14234	GO:0003676, GO:0015074
Spis5699	GO:0005515
Spis8182	GO:0008083
Spis8183	GO:0006468
Spis8185	GO:0005525
Spis8186	GO:0006122
Spis8187	GO:0004842
Spis8189	GO:0005515
Spis6500	GO:0006468
Spis6501	GO:0003676
Spis12140	GO:0005515, GO:0055114
Spis12141	GO:0055114
Spis6504	GO:0005515
Spis12142	GO:0055114
Spis24770	GO:0005515
Spis12143	GO:0009435, GO:0016810
Spis6506	GO:0016021
Spis12144	GO:0009058, GO:0015937
Spis6507	GO:0005509
Spis6090	GO:0030246
Spis12145	GO:0005737
Spis6508	GO:0016567
Spis6091	GO:0030246
Spis1921	GO:0005515, GO:0032259
Spis12147	GO:0006796
Spis6093	GO:0030246
Spis24775	GO:0005515
Spis1923	GO:0016779
Spis12148	GO:0005515, GO:0051260
Spis6094	GO:0030246
Spis1924	GO:0005525, GO:0016020
Spis1925	GO:0005524, GO:0006468
Spis6096	GO:0006468
Spis24779	GO:0005509
Spis6098	GO:0016575
Spis1928	GO:0007165
Spis4410	GO:0003676, GO:0006396
Spis1929	GO:0006810
Spis4411	GO:0055114
Spis4412	GO:0006468
Spis15932	GO:0008270
Spis4413	GO:0003824, GO:0030170
Spis15933	GO:0003676, GO:0005524, GO:0006355, GO:0006468
Spis10051	GO:0005524, GO:0006468
Spis4415	GO:0005634, GO:0006334, GO:0006352, GO:0046982
Spis22680	GO:0016592
Spis15935	GO:0003676, GO:0008270, GO:0015074
Spis22681	GO:0051499
Spis15936	GO:0005524, GO:0006468
Spis15937	GO:0003676, GO:0015074
Spis22683	GO:0005515, GO:0016021
Spis9884	GO:0005201
Spis4419	GO:0072546
Spis22684	GO:0008270
Spis18420	GO:0055085
Spis10057	GO:0016787, GO:0046872
Spis22685	GO:0003676
Spis18421	GO:0055085
Spis10058	GO:0045893
Spis18422	GO:0006468
Spis9887	GO:0005488
Spis9888	GO:0016021
Spis22688	GO:0003676, GO:0015074
Spis18424	GO:0008270
Spis9889	GO:0007186, GO:0016021
Spis18425	GO:0006464
Spis25171	GO:0006468
Spis18426	GO:0055085
Spis2320	GO:0003676
Spis13840	GO:0005525, GO:0007275, GO:0008233
Spis761	GO:0005515, GO:0005794
Spis25173	GO:0003924, GO:0005525, GO:0005737
Spis18428	GO:0030170
Spis13841	GO:0003676
Spis18429	GO:0005525
Spis763	GO:0035556
Spis25175	GO:0003677, GO:0043565
Spis764	GO:0005515, GO:0006355, GO:0008270, GO:0016573
Spis25176	GO:0055085
Spis25177	GO:0000902
Spis2325	GO:0005515, GO:0030117
Spis20590	GO:0003824, GO:0005515, GO:0032040
Spis7791	GO:0008270
Spis766	GO:0005515
Spis25178	GO:0006508
Spis2326	GO:0006366, GO:0043565
Spis20591	GO:0003676, GO:0003677, GO:0015074
Spis25179	GO:0006426
Spis2327	GO:0006508, GO:0008237, GO:0008270
Spis20592	GO:0004518
Spis13847	GO:0015067
Spis768	GO:0009116, GO:0009165, GO:0044249
Spis20593	GO:0006468
Spis13848	GO:0003676, GO:0015074
Spis7794	GO:0005524
Spis769	GO:0005515
Spis20594	GO:0005509, GO:0005578
Spis16330	GO:0005515
Spis7795	GO:0006270
Spis20595	GO:0005515
Spis16331	GO:0004518
Spis7796	GO:0016787
Spis16332	GO:0005515
Spis7797	GO:0016787
Spis20597	GO:0055114
Spis7798	GO:0005515
Spis20598	GO:0016020
Spis16334	GO:0005515, GO:0016020
Spis7799	GO:0005515
Spis23080	GO:0008270
Spis20599	GO:0005515
Spis23082	GO:0008270
Spis16337	GO:0005515, GO:0016020
Spis16338	GO:0016020
Spis11751	GO:0005524, GO:0006468
Spis23085	GO:0003676, GO:0015074
Spis11754	GO:0005524, GO:0006468
Spis23087	GO:0004518, GO:0008270
Spis23088	GO:0003676, GO:0004518
Spis8600	GO:0055114
Spis21400	GO:0005515, GO:0005524, GO:0006468
Spis21401	GO:0003676, GO:0015074
Spis11758	GO:0005515
Spis8602	GO:0005525
Spis21402	GO:0003676
Spis14240	GO:0005515
Spis11759	GO:0005515, GO:0005524, GO:0006468
Spis8603	GO:0005515
Spis8604	GO:0007601
Spis21404	GO:0008270
Spis14242	GO:0005515
Spis8606	GO:0055085
Spis21406	GO:0008270
Spis14244	GO:0006355, GO:0046983
Spis8607	GO:0003677
Spis8190	GO:0005524, GO:0006468
Spis8608	GO:0016021
Spis21408	GO:0008270
Spis14246	GO:0005509
Spis8609	GO:0016021
Spis8192	GO:0005488, GO:0032012
Spis14247	GO:0016020
Spis14248	GO:0005509
Spis8194	GO:0008440
Spis14249	GO:0005525
Spis8196	GO:0003676
Spis8198	GO:0046982
Spis8199	GO:0003723, GO:0005488, GO:0005509
Spis6510	GO:0003779, GO:0005515
Spis6511	GO:0055085
Spis6512	GO:0020037, GO:0055085, GO:0055114
Spis6513	GO:0005515
Spis6514	GO:0005515
Spis12152	GO:0003676
Spis6515	GO:0005515
Spis6516	GO:0055114
Spis24781	GO:0005515
Spis12154	GO:0005515
Spis6517	GO:0008270, GO:0016579
Spis24782	GO:0004527
Spis1930	GO:0032467
Spis1931	GO:0035091
Spis12156	GO:0005515
Spis1932	GO:0045132
Spis12157	GO:0003676, GO:0006508, GO:0015074
Spis9001	GO:0003677
Spis1933	GO:0055114
Spis1934	GO:0006355, GO:0008235, GO:0055114
Spis12159	GO:0003676
Spis1935	GO:0003676, GO:0003677, GO:0015074
Spis24788	GO:0003676, GO:0003677, GO:0003824, GO:0006260, GO:0006261, GO:0008408
Spis24789	GO:0016020
Spis1937	GO:0003677, GO:0006353
Spis9007	GO:0003676
Spis9008	GO:0055085, GO:0070588
Spis4421	GO:0006313
Spis9009	GO:0055085, GO:0070588
Spis4422	GO:0003824, GO:0016772
Spis15942	GO:0003676
Spis4423	GO:0003824, GO:0016772
Spis10061	GO:0008270, GO:0030163
Spis4424	GO:0005515
Spis9890	GO:0016021
Spis4425	GO:0005515
Spis9891	GO:0016021
Spis4426	GO:0003677, GO:0005634, GO:0046982
Spis22691	GO:0005515
Spis9892	GO:0005515
Spis15947	GO:0006470, GO:0016311, GO:0016791
Spis10065	GO:0016021
Spis9893	GO:0016021
Spis4428	GO:0006355
Spis22693	GO:0005515
Spis15948	GO:0004613, GO:0006094, GO:0017076
Spis9894	GO:0005515, GO:0045721
Spis4429	GO:0005515
Spis22694	GO:0016020
Spis18430	GO:0019773, GO:0051603
Spis15949	GO:0004613, GO:0006094, GO:0017076
Spis10067	GO:0005509, GO:0005515, GO:0007219, GO:0016020
Spis10068	GO:0016021
Spis9896	GO:0016021
Spis22696	GO:0003677
Spis18432	GO:0005515, GO:0016020, GO:0016021, GO:0016500
Spis10069	GO:0005509
Spis9897	GO:0005515
Spis22697	GO:0003677
Spis18433	GO:0003676, GO:0008270
Spis9898	GO:0005515, GO:0005871
Spis18434	GO:0005525, GO:0016020
Spis25180	GO:0009317
Spis18435	GO:0005515, GO:0032947
Spis25181	GO:0017038
Spis770	GO:0005975, GO:0006044
Spis13850	GO:0006412
Spis771	GO:0016020, GO:0055085
Spis2331	GO:0005515
Spis18438	GO:0005515
Spis772	GO:0005515
Spis25184	GO:0008237
Spis2332	GO:0017056
Spis18439	GO:0005525
Spis773	GO:0008083
Spis25185	GO:0005515
Spis13853	GO:0005515
Spis774	GO:0005509
Spis2334	GO:0005488
Spis13854	GO:0005515
Spis13855	GO:0008892, GO:0016787, GO:0016810
Spis776	GO:0003676, GO:0008408
Spis25188	GO:0016874
Spis2336	GO:0005515, GO:0016021
Spis13856	GO:0003824, GO:0006096, GO:0030955
Spis25189	GO:0005524, GO:0046872
Spis23500	GO:0003676
Spis2337	GO:0005515
Spis778	GO:0005515, GO:0006355, GO:0007179
Spis23501	GO:0005515, GO:0043531
Spis2338	GO:0005515
Spis13858	GO:0035023
Spis779	GO:0006401
Spis23502	GO:0005515
Spis2339	GO:0016560
Spis23504	GO:0005509
Spis16342	GO:0016887
Spis16343	GO:0005515
Spis16346	GO:0016020
Spis16347	GO:0016020, GO:0072488
Spis11760	GO:0016757
Spis23093	GO:2001256
Spis16348	GO:0003676
Spis11761	GO:0016757
Spis16349	GO:0006508, GO:0008236
Spis11762	GO:0005515
Spis11763	GO:0003824, GO:0016772
Spis23096	GO:0016020
Spis11764	GO:0016020, GO:0071805
Spis23097	GO:0008270
Spis8610	GO:0044237
Spis23099	GO:0005515, GO:0016021
Spis8611	GO:0055085
Spis8612	GO:0016491
Spis21412	GO:0005515
Spis11769	GO:0004222, GO:0006508, GO:0008237
Spis14250	GO:0005515
Spis8613	GO:0016491
Spis21413	GO:0005515
Spis14251	GO:0046872
Spis8614	GO:0016020
Spis14252	GO:0003677, GO:0043565, GO:0046872
Spis8615	GO:0005515, GO:0032040
Spis14253	GO:0007266, GO:0051015
Spis21416	GO:0005515
Spis14254	GO:0007266, GO:0051015
Spis8617	GO:0016021
Spis21417	GO:0005515
Spis14255	GO:0007010, GO:0046983, GO:0051015
Spis8618	GO:0005515, GO:0008270, GO:0046872
Spis21418	GO:0006468, GO:0007169
Spis14256	GO:0005515
Spis21419	GO:0006468, GO:0007169, GO:0048010
Spis14257	GO:0070876
Spis14258	GO:0005488, GO:0005515
Spis14259	GO:0008374
Spis6520	GO:0005515, GO:0045859
Spis12160	GO:0005515
Spis6523	GO:0006281
Spis12161	GO:0005515
Spis6524	GO:0005515, GO:0055085
Spis12162	GO:0007165
Spis6525	GO:0005515
Spis24790	GO:0016192
Spis6526	GO:0016491, GO:0055114
Spis24791	GO:0007264
Spis6527	GO:0016491, GO:0055114
Spis6528	GO:0003676, GO:0009982
Spis12166	GO:0007165
Spis9010	GO:0005515, GO:0055085, GO:0070588
Spis24795	GO:0009236, GO:0016765, GO:0051082
Spis1944	GO:0006468
Spis12169	GO:0007165
Spis9014	GO:0005515, GO:0055085, GO:0070588
Spis24798	GO:0003677, GO:0015074
Spis1946	GO:0005524, GO:0006468
Spis9016	GO:0016021
Spis4430	GO:0003676
Spis4431	GO:0008146
Spis15951	GO:0016491
Spis4432	GO:0005524, GO:0006401
Spis15952	GO:0051726
Spis10070	GO:0006351, GO:0006366
Spis4433	GO:0008168, GO:0008171
Spis10071	GO:0005515, GO:0035556
Spis4434	GO:0003676
Spis15954	GO:0005515
Spis10072	GO:0003993
Spis15955	GO:0007155, GO:0016020
Spis4436	GO:0016020
Spis15956	GO:0003676, GO:0015074
Spis4437	GO:0003676, GO:0007018, GO:0016887, GO:0030286
Spis15958	GO:0005515
Spis4439	GO:0016021
Spis18440	GO:0005856
Spis15959	GO:0003676
Spis25607	GO:0005515
Spis18445	GO:0055114
Spis25608	GO:0016020
Spis25191	GO:0005515
Spis18446	GO:0005509, GO:0016020
Spis2340	GO:0005488
Spis18447	GO:0008299
Spis13860	GO:0070985
Spis781	GO:0003712
Spis18448	GO:0005515
Spis13861	GO:0008892, GO:0016787, GO:0016810
Spis782	GO:0005515
Spis25194	GO:0003824, GO:0016742, GO:0055085, GO:0071951
Spis18449	GO:0005509
Spis13862	GO:0005525
Spis2343	GO:0016791
Spis13863	GO:0003676, GO:0008270, GO:0015074
Spis784	GO:0016020
Spis25197	GO:0003824, GO:0016740, GO:0030170
Spis2345	GO:0052689
Spis786	GO:0016020
Spis25198	GO:0055085
Spis2346	GO:0051033
Spis787	GO:0016020
Spis13867	GO:0005509, GO:0046872, GO:0051537
Spis23511	GO:0055114
Spis13868	GO:0003676
Spis789	GO:0005515, GO:0007165
Spis16350	GO:0008168
Spis16351	GO:0006412
Spis16352	GO:0005488, GO:0006508, GO:0008270, GO:0070006
Spis23517	GO:0008270
Spis23518	GO:0003676, GO:0005515
Spis23519	GO:0005515
Spis16357	GO:0016765
Spis16359	GO:0003824, GO:0004401
Spis11772	GO:0008299, GO:0016787
Spis11774	GO:0005524, GO:0043141
Spis11775	GO:0016020, GO:0030983, GO:0072488
Spis11776	GO:0006470, GO:0016311, GO:0016791
Spis8620	GO:0005515
Spis11777	GO:0016020, GO:0072488
Spis8621	GO:0005525, GO:0007264
Spis11778	GO:0016020, GO:0072488
Spis8622	GO:0007155, GO:0016020
Spis21422	GO:0003676, GO:0015074
Spis11779	GO:0016020
